dam_name,longitude,latitude
WINDSOR LAKE DAM,-90.4465,38.2586
ANDERSON LAKE DAM,-90.7757,38.3319
LAKE LORRAINE DAM,-90.5198,38.3097
CLEARWATER LAKE DAM,-91.0939,37.6385
"MCDANIELS, HUELIN DAM",-91.2205,38.821
DUNCAN LAKE DAM,-91.1875,38.2993
HOWELL MINE DAM,-90.9505,37.8335
"LAKE MINNIE HA-HA DAM,LOWER",-90.0595,37.8099
PERSHING FARMS DAM,-91.6003,38.5905
"GAINES,HENRY LAKE DAM",-90.3849,37.4324
LAC BENET DAM,-90.6171,37.9037
LAKE LOUISE DAM,-90.4496,38.2573
KLONTZ LAKE DAM,-91.3201,38.1372
LONGAN LAKE DAM,-92.4934,38.7089
BUBBLING SPRINGS DAM,-91.6915,37.7871
ELAM LAKE DAM,-92.7712,37.734
CEDAR LAKE DAM,-89.8041,37.4393
CALLAWAY LAKE DAM,-93.5947,38.5255
SIDHA FARMS LAKE DAM,-93.607,39.2012
MCNERNEY LAKE DAM,-93.2622,37.4361
CAMPBELL LAKE DAM,-93.5723,38.756
ROBINSON LAKE DAM,-94.5521,38.7704
PRAIRIE HOLLOW LAKE DAM,-94.334,38.8521
E. BR. S. FK. BLACKWATER WTRSHED F-28,-94.0637,38.8296
CITY LAKE DAM,-94.3391,38.6636
ROTH FARMS LAKE DAM,-94.2333,38.6438
WOODEN LAKE DAM-SECTION 16,-93.7833,38.9578
ALCOLAC LAKE DAM,-93.1755,38.7216
WILMOT & STEELE INC LAKE DAM,-94.5288,37.9472
LITTLE BLUE ROAD DAM,-94.3776,38.9811
LOGGERS LAKE,-91.2597,37.3875
AL JURGESON LAKE DAM,-94.5632,38.7321
MAX ROSE LAKE,-94.5059,37.5146
PEEBLES LAKE DAM,-93.2037,38.3339
WEGENER DAM,-93.7738,39.0984
E. BR. S. FK. BLACKWATER WTRSHED G-34,-94.029,38.8285
ROBERTS LAKE DAM,-94.0823,38.1112
GRISHAM LAKE DAM,-91.8983,36.7459
WAGNER LAKE DAM,-91.3922,38.3733
ASARCO SEC 11 UPPER DAM (SHALLOW),-90.6821,37.4758
SHERMAN LAKE DAM,-90.0921,37.1428
ANSCHUTZ UPSTREAM DAM,-90.2752,37.5372
GARMS LAKE DAM,-89.596,37.3653
PERCO LAKE DAM NORTH,-89.9617,37.6738
PORT PERRY #2 LAKE DAM,-90.0669,37.6709
THORNEY HILL DAM,-91.4987,38.7633
BAUMAN LAKE DAM,-90.1694,37.6869
LAKE ISABELL DAM,-91.7146,38.5739
HUGHES LAKE DAM,-90.8164,38.6175
STEWART LAKE DAM,-90.6837,38.3218
LAKE PRIMROSE DAM,-90.563,37.9924
KARL LAKE DAM,-91.4145,38.7374
GEORGE LAKE DAM,-90.9597,38.2279
KOCH LAKE DAM,-91.9644,38.0241
BLACK LAKE DAM,-91.7344,39.3363
TRAUTMAN LAKE DAM,-90.2978,37.8553
DESTITUTE ACRES LAKE DAM,-90.0498,37.5598
FIELD LAKE DAM,-91.2839,37.9355
H&S HILL TOP LAKE DAM,-90.5687,37.9807
HART DEVELOPMENT LAKE DAM SECT 10,-91.4588,37.7613
LAKE JA-HA DAM,-92.5571,38.3568
REKUS LAKE DAM,-93.2482,38.4248
LAKES OF DEERWOOD NUMBER ONE DAM,-90.6044,38.339
BORGELT LAKE DAM,-90.8964,38.7384
LAKE MARIAN DAM,-90.2105,37.9407
LAKE BRIARWOOD DAM,-90.5849,38.1581
TURKEY CREEK DAM #2,-90.1394,37.8034
DELGMAN LAKE DAM,-91.5191,38.8344
TRIMBLE LAKE DAM-EAST,-92.1427,38.6106
LIGUORI LAKE DAM - NONANE 255,-90.4136,38.3439
MULENEX LAKE DAM,-90.1921,37.12
LAND OF LAKES DAM,-90.5511,38.4209
SCOTT'S POND DAM,-91.7434,37.8541
MONONAME 742,-92.9433,38.6008
STEELE LAKE DAM,-93.1001,38.6371
CARP LAKE DAM,-94.3475,39.0239
ESHBAUGH-MARTIN DAM,-90.667,38.0799
IRVIN BEABOUT DAM,-91.5402,38.9368
WALNUT HOLLOW LAKE DAM,-90.6746,37.3848
BLAKE LAKE DAM,-92.0769,38.1871
MONONAME 588,-91.0758,38.1302
KELLY LAKE DAM,-91.3681,38.8594
SPRING LAKE DAM,-90.5819,38.1569
LITTLE HAWAII'S LAKE DAM,-90.5123,37.1957
TAYLOR LAKE DAM,-90.7221,38.1854
RAINBOW LAKE DAM,-90.9137,38.4631
EASTERDAY DAM EAST,-91.496,38.9168
HILLVIEW LAKE DAM,-90.7207,37.7544
MONONAME 466,-90.6624,37.3925
BRITTON LAKE DAM,-90.2407,37.3288
MONONAME 812,-91.0314,37.6801
TEA LAKE DAM NUMBER 2,-91.3929,38.3059
MOYNIHAN LAKE DAM,-90.368,37.7852
SETTLE MINE DAM #2,-90.7765,37.9569
ST. JOE STATE PARK DAM,-90.5146,37.8323
WESNER LAKE DAM,-93.2824,38.6066
WILLIAMS DAM,-90.4714,38.2149
BITTLE LAKE DAM,-92.4627,38.3568
FIRST CENTRAL SERVICES LAKE DAM,-90.7161,38.4489
BRENT LAKE DAM,-91.8174,36.583
DRESSER IND. OLD #1,-90.7283,37.9471
BROWN SHANTY LAKE DAM,-91.574,38.5487
COWAN LAKE DAM WEST,-93.8366,37.8418
TABO CREEK WATERSHED DAM D-30,-93.7935,39.1687
ALLENDALE DAM,-94.3527,38.8136
HODGES LAKE DAM,-94.5493,38.4644
KERNS LAKE DAM,-93.961,38.4667
RAINEY LAKE DAM,-94.5899,37.085
POMONA LAKE DAM/(DRY),-91.9081,36.8966
MONONAME 671,-94.5087,37.911
CARTER LAKE DAM-SEC 25 UPPER,-93.8279,39.1992
GARFIELD LAKE DAM,-94.3833,37.4408
SWAN LAKE DAM,-94.3272,38.8163
DUNLAP LAKE DAM,-92.4744,37.7363
CRYSTAL LAKES DAM,-93.8656,39.1774
DR. COURTNEY DAM,-91.1656,38.8069
TABO CREEK WATERSHED DAM B-21,-93.8575,39.0913
LONGVIEW NO 2,-94.485,38.8785
MONONAME 683,-94.4784,38.7734
AUSTIN COMMUNITY LAKE DAM,-92.1856,37.1614
HAZEL HILL COMMUNITY DAM,-93.7765,38.8453
CEDAR VALLEY LAKE DAM,-89.9855,37.8438
LAKE SHORE ESTATES DAM LOWER,-92.6816,37.7295
"MCLEAN, LEE & HAMMONS, JOHN Q LAKE #3",-93.241,37.1631
CASEY LAKE DAM,-90.7495,38.0681
PHEASANT RUN LAKE DAM,-90.4688,38.7158
WILSON LAKE DAM,-91.9904,38.0549
DRESSER NO. 11,-90.6941,38.1218
WALKENBACH LAKE DAM-NORTH,-91.4844,38.6784
JOHNS LAKE DAM (SHALLOW),-90.784,38.4349
WALLACE LAKE DAM,-90.7609,36.933
BOCKELMAN LAKE DAM,-93.0791,38.3692
SUNSET LAKE DAM (LAKE SKI DAM),-90.2398,37.9388
BEE RUN LAKE #1 DAM,-90.5512,37.9831
TOMARO OAKS DAM,-90.4136,36.8013
OLD WOLF DAM,-90.6901,37.993
MCDOWELL LAKE DAM,-90.5536,37.9037
SILOAM SPRINGS QUAD NO.1 DAM,-92.077,36.797
KIRCHER P D DAM,-94.2423,38.6609
FIREPIT LAKE DAM,-90.7792,37.5945
LITTLE LAKE IN THE WOODS DAM,-90.8709,38.6091
J. BRISTOW LAKE DAM,-91.3822,37.9721
PEERY LAKE DAM,-91.6563,39.3556
BECKMANN #1 DAM,-91.0556,38.3925
LINDWELL LAKE DAM,-90.5069,38.2872
ABSHER LAKE DAM,-89.9995,37.8041
CITY PARK LAKE DAM,-91.1764,38.1928
SADLER LAKE DAM,-90.8968,38.5952
GLENWILFERN LAKE DAM,-90.7018,38.4254
LAC CARMEL DAM,-90.6388,37.9263
CLEARWATER DAM,-90.7716,37.1366
JASPER LAKE DAM,-91.4274,38.6308
TWEHOUS LAKE DAM,-92.0767,38.4978
SUNRISE BIG LAKE DAM,-90.54,38.0402
RAINBOW LAKE DAM,-90.2468,37.7921
LAKE AVALON DAM,-90.5773,37.7297
"HAAS, R. & HECK, A. DAM",-91.1321,37.7741
PEACEFUL VALLEY LAKE DAM,-91.5381,38.3591
ZINSMEYER LAKE DAM,-90.8165,38.5324
DOLL LAKE DAM,-90.286,37.3416
WEBER HILL TERRACE LAKE DAM,-90.5445,38.4383
CLARK LAKE DAM,-91.3738,37.6582
SIPE LAKE DAM,-91.2293,38.3844
MONONAME 563,-90.8442,38.2022
ARP CHOILLE CO DAM SEC 23,-90.8833,38.6387
HIDEOUT LAKE DAM,-90.5362,38.2563
CARDIN LAKE DAM,-92.0761,37.9512
TEBO LAKE DAM,-93.29,38.6071
WARE LAKE DAM,-90.7051,38.1952
GUN CLUB LAKE DAM,-90.8167,37.9737
LOTTES DAM,-90.3245,37.0792
VITT LAKE DAM,-91.0844,38.7985
LEADWOOD TAILINGS DAM,-90.5996,37.8647
ARROWHEAD LAKES LOWER DAM,-91.5004,37.6983
BELL-SETTLE LAKE DAM,-90.7776,37.9533
SHEPARD MOUNTAIN DAM,-90.6578,37.5913
COLES LAKE DAM,-90.568,38.0188
WALNUT HOLLOW LAKE DAM SEC 2-SE,-90.6804,37.3962
MINNETONKA LAKE DAM,-90.7948,38.1678
"HUZZAH HATCHERIES, INC DAM",-91.273,37.6361
CLICK LAKE DAM,-90.8436,38.1931
BELLA VISTA DAM,-89.5785,37.4722
KOSTYSHOCK LAKE DAM,-90.6192,38.1079
SHAW LAKE DAM (DRY),-91.3492,36.5189
LAKE TORINO DAM,-90.8266,38.3625
GUDAITIS LAKE DAM,-90.8929,37.8097
NELSON LAKE DAM,-94.5401,38.301
HEIMSOTH LAKE DAM,-93.5838,38.9883
KURZWEIL LAKE DAM,-94.5143,38.6289
DAVIS LAKE DAM,-94.0419,37.3522
WELLS LAKE DAM,-94.5193,38.7054
BOONE LAKE DAM,-94.6107,38.4652
RICHARD MCWHERTER,-94.4081,37.8405
LADY'S LAKE DAM,-93.6101,39.2019
ILES LAKE DAM,-93.8128,39.1207
COLWIL LAKE DAM,-91.2612,37.1906
LAC CAPRI DAM,-90.6278,37.8979
WILSON LAKE DAM,-93.643,38.5872
TEA LAKES DAM #1,-91.3963,38.3042
WALL LAKE DAM,-93.66,38.3859
"SMITH, RAYMOND LAKE",-94.5004,37.3029
WHIPPOORWILL LAKE DAM,-91.6631,38.228
HENSLEY LAKE DAM,-91.4833,38.2986
VANDERFORD NUMBER ONE DAM,-93.5096,37.8143
ODELL LAKE DAM,-93.8474,39.0718
CAPOFERRI LAKE DAM,-92.6821,37.7507
LOST LAKE DAM,-93.0509,37.2614
SPRING FORK LAKE DAM,-93.241,38.5683
MOSS LAKE DAM,-93.1726,38.3982
DRESSER #1 DAM,-90.7277,37.9465
DAM VERA,-91.4698,37.9062
CARVERS LAKE DAM,-91.0424,38.323
MONONAME 884(TOO SMALL),-90.7125,38.3448
DES PERES QUARRY LAKE DAM,-90.626,38.3072
LOWER CANYON LAKE DAM,-91.7914,38.8117
DEIMEKE LAKE DAM,-91.7039,39.1743
LAKE FOREST DAM,-92.0616,38.5319
KIRBY DAM,-90.8147,36.6558
MONONAME 846,-91.1415,37.8863
FOXBORO LAKE DAM,-91.3406,38.3825
EVERGREEN LAKES-LOWER DAM,-90.7504,38.4154
HELTON LAKE DAM,-92.418,38.1659
FOREST LAKE DAM,-90.5375,38.0032
STOKES LAKE #1 DAM,-91.8882,36.6563
TIEFENTHALER LAKE DAM,-91.3238,37.6991
BRANNEKY LAKE DAM,-90.4487,38.7479
ZANDER LAKE DAM,-91.6535,39.0324
MILLER LAKE DAM,-91.9949,38.0577
CHENG LAKE DAM,-92.1789,38.9678
CEDAR LAKE DAM,-90.8838,38.38
BUCKNER DAM,-90.7679,38.4361
GIBBONS LAKE DAM,-91.2594,38.2138
UPPER VALLE MINES DAM,-90.524,38.0271
ONEAL DAM ONE,-91.6036,38.7161
NUWER LAKE DAM,-91.4779,36.6821
ROCKWOOD HILLS LAKE DAM,-93.2441,36.6684
LEASCHER LAKE DAM,-92.3444,37.1802
PINNELL LAKE DAM,-92.0468,38.4459
BOONE TRAIL FARM LAKE DAM,-91.0874,38.8143
LAKE CARMEL DAM,-92.3625,38.4381
"LAKE MINNIE HA-HA DAM,UPPER",-90.0615,37.8114
HOLIDAY LAKE DAM,-91.1321,37.7659
DICKMAN LAKE DAM,-93.0917,38.8348
PINE LAKE DAM,-91.2759,38.0919
SUGAR HOLLOW DAM,-90.9777,38.671
SLINKMAN LAKE DAM,-91.6527,38.2477
LIARS LAKE DAM,-92.9999,36.9871
MONONAME 267,-90.7852,37.845
DUGAN DAM,-93.0325,37.4341
"GUNDAKER,G DAM",-90.8331,38.4712
JANKS LAKE DAM,-91.3558,38.2262
STERGEN LAKE DAM,-90.9479,38.6339
SNOW HOLLOW LAKE DAM,-90.6863,37.6252
LAKE ST. CLAIR DAM,-90.9938,38.3198
LAC MARSEILLES DAM,-90.6218,37.8947
LAKEVIEW ACRES DAM,-90.7933,38.6725
TRULASKE LAKE-SECTION 33-DAM,-91.2739,38.2541
PODORSKI LAKE DAM,-90.8545,37.8161
HOLEMAN LAKE DAM,-90.5953,37.8204
ANDERSON LAKE DAM,-92.3684,38.6119
STARR LAKE DAM,-92.3622,38.4406
HORSE SHOE LAKE DAM,-91.283,38.3628
SEVEN LAKES #2,-90.6367,37.257
MALLARD LAKE,-90.7004,36.787
STRUEBBE'S DAM,-91.1667,38.5745
PORTER LAKE DAM,-90.3623,38.1812
"HAYS, W L & MARY DAM-SOUTH",-90.3511,36.9068
EMMETT BRISON DAM,-90.7999,38.3395
DOYEN LAKE DAM,-93.3035,38.5996
NOLIE LAKE SOUTH DAM,-91.2678,38.1962
LITTLE BEAR LAKE DAM,-89.5503,37.3462
VATTEROTT DAM,-90.5374,38.3124
MINERAL POINT #1,-90.718,37.9634
ANKAR LAKE DAM (SHALLOW),-91.0612,38.3041
CASADOR LAKE DAM,-92.5036,37.2463
LAKE CARAWOOD DAM,-91.4645,38.5555
WILLIBRAND LAKE DAM,-92.0328,38.3622
LOCK NOLL LAKE DAM,-94.5178,38.7929
BASS DAM,-91.5577,37.6579
BARKER LAKE DAM,-94.4372,37.3082
WIGGINS OZARK CAMP DAM,-90.8711,37.4829
SMARTT DAM,-93.3032,38.2188
DODY LAKE DAM,-93.6719,38.3893
FORD LAKE DAM/(SHALLOW),-93.1439,37.229
CARTER LAKE DAM-SEC 25 LOWER,-93.8242,39.1989
THIEME LAKE DAM,-93.4753,37.4438
WINNINGHAM LAKE DAM,-94.0267,37.5462
PEPPER LAKE DAM,-94.1105,37.0297
NORCROSS FARM LAKE DAM,-93.8632,38.5337
ROTH LAKE DAM,-94.2135,38.6498
CATES LAKE DAM,-90.7165,37.7689
SUNNEN DAM,-90.9275,37.9525
HEIMAN LAKE DAM,-93.9913,38.8545
MEHRER LAKE DAM,-94.2116,38.7186
DORRANCE DAM,-93.7789,38.3128
LOUTRE VALLEY LAKE DAM,-91.5661,38.8544
J G F FARMS DAM,-92.0518,38.3512
PERCO LAKE DAM SOUTH,-89.9623,37.6688
SUNNY MOUNT CHURCH DAM,-91.3206,38.8074
SWARTHOUT LAKE DAM,-91.9393,38.2331
"DILL, LEE DAM",-91.8313,38.4602
GENERAL AMERICAN LIFE INSURANCE LK DM,-90.3871,38.4917
JUSTIA J WEIL,-91.0356,38.4692
JOHN BOLLINGER NO. 1 DAM,-90.2644,37.5718
YOUNG LAKE DAM,-91.4306,36.7189
EPPLE LAKE DAM,-91.4591,38.6341
ANGRY BEAVER LAKE DAM,-91.63,38.252
PINE TREE LAKE WEST DAM,-90.8736,37.9161
JOHN BOLLINGER NO. 2 DAM,-90.2565,37.5728
LONE ELK LOWER DAM,-90.541,38.5357
BRATTON DAM,-91.8504,36.6565
WORTHINGTON LAKE DAM,-91.3819,38.2397
ASHBURY LAKE DAM,-91.7111,39.3835
DAUM LAKE DAM,-93.2311,38.6173
KEENEY LAKE DAM,-91.4444,38.045
ATWOOD LAKE DAM,-90.4585,38.2959
HEIMOS LAKE DAM,-90.8192,38.1573
LEE SUALTS,-91.8706,38.8073
GOULDNER LAKE DAM,-91.3832,38.6945
STOCKTON DAM,-93.7583,37.6916
LAKE POTASHNIK DAM,-90.4775,37.2292
KOCH LAKE DAM,-91.3499,38.5286
ARNOT LAKE DAM,-90.8623,38.7145
LIPPS LAKE DAM,-89.5348,37.4647
LAKE TEKAKWITHA DAM,-90.7125,38.44
LAKE GEORGE DAM,-90.6975,38.2302
LUECKE LAKE DAM,-91.9771,38.4015
COMMANDEER FISHING LAKE DAM,-94.3474,39.0201
CUBA FISH FARM DAM,-91.3555,38.0792
TAYLOR LAKE DAM,-91.1697,36.7731
DIRKEMEIER LAKE DAM- MONONAME 314,-91.2133,38.8202
LAS BRISAS DAM,-90.7776,38.5053
SHERMAN LAKE DAM,-91.0232,38.7655
LAKE ST CLAIR NUMBER THREE DAM,-91.0013,38.3156
HOBAN LAKE DAM,-92.0853,38.2049
ASARCO LAKE DAM,-90.6868,37.4914
LAGUNA PALMA DAM,-90.4186,38.0429
LABOUBE LAKE DAM,-91.4564,38.5695
PORTER DAM,-90.4543,36.9552
DRESSER MINERALS DAM SEC 24 (DRY),-90.6413,38.0008
TRULASKE LAKE-SECTION 25-DAM,-91.318,38.2577
MASON MEMORIAL DAM,-90.4953,36.871
TOWN & COUNTRY LAKE DAM,-92.5748,38.273
FRERICHS SECT-4 LAKE DAM,-91.4854,38.149
BAY LAKE DAM,-91.4833,38.3127
REILLY LAKE DAM,-91.4413,38.1394
HENDERSON AND DAY DAM,-91.9639,36.7857
DESOTO MINE PIT & PLANT A DAM,-90.7885,38.1599
ROBY LK-EMBANKMENT NO. 2,-92.0833,37.525
CRYSTAL LAKE DAM,-90.6926,38.4283
LAKE LOCKLOMA DAM,-90.4257,36.8178
LAC CATALINA DAM,-90.6391,37.9154
LAKE MARYANN DAM,-90.7005,38.2942
TED'S LAKE DAM,-92.1042,38.4747
TRULASKE LAKE SECTION 32 DAM,-91.2768,38.2554
MARTIN LAKE DAM,-91.877,37.9486
THUNDER VALLEY FARM DAM,-91.121,37.9997
DEHNER LAKE DAM,-90.5433,38.3047
RIEFFER LAKE DAM,-90.7663,37.777
ALLGIER LAKE DAM,-90.4289,37.5593
SUITER'S DAM,-94.4705,37.4977
TRIMBLE LAKE DAM-WEST (DRY),-92.1468,38.611
HAYES LAKE DAM,-93.1899,38.6755
SCHUETTE LAKE DAM,-93.5648,39.0438
KOHLER LAKE DAM,-94.331,38.7238
CARTER LAKE DAM-SECTION 11,-93.8535,39.1537
SEITZ LAKE DAM,-94.5713,37.777
BUICK TAILINGS DAM,-91.083,37.5835
LAKE MONTOWESE DAM,-90.5651,38.4377
BEARD LAKE DAM,-94.1079,37.9409
RUSSEL ELSEY DAM,-90.8601,37.8971
LETSINGER LAKE DAM,-92.6635,37.0357
STOKES #2 DAM,-91.8845,36.6566
E.BR SO FK BLACKWATER C-15,-94.0403,38.8691
SHIRLEY LAKE DAM,-93.5519,38.6288
LOST CREEK WATERSHED SITE C-2,-94.5567,36.8459
MURPHY DAM,-94.379,37.6403
HARDEKE LAKE DAM,-93.1033,37.3293
HARTMAN LAKE DAM,-94.1055,38.7173
SHUMATE LAKE DAM,-93.6138,38.8022
SOUTH FORK BLACKWATER F-1,-93.907,38.7486
HAVERLAND LAKE DAM,-93.705,38.1716
COLONIAL ACRES LAKE DAM,-89.915,37.6828
GARDEN CITY LAKE DAM,-94.1743,38.5653
GIESLER LAKE DAM,-90.048,37.862
GOESSLING DAM,-90.7311,38.5556
WRIGHT DAM,-90.0723,37.2967
SEVEN LAKES DAM #3,-90.6351,37.2543
NEPOMUCENO LAKE DAM,-92.0643,38.2021
COUNTY ROAD DAM/(DRY/TAILINGS),-91.1092,37.7176
PINSON GRAVEL COMPANY DAM,-90.7353,38.076
MONONAME 883/(DRY),-90.6622,38.2879
DUNCAN LAKE DAM,-90.7213,38.4566
MADISON MINE MAIN DAM,-90.2797,37.5414
ALEXANDER LAKE DAM,-91.4325,38.1363
MONONAME 800,-92.9361,37.1431
HERNY DAM,-92.3009,38.7688
LAKE LORENE DAM,-90.7385,38.2154
LITTLE PONDEROSA LAKE(TOO SMALL),-89.5849,37.3327
LA FERLA LAKE DAM,-90.5486,38.3001
SPRAGUE LAKE DAM,-90.9611,38.522
KNOBLAUCH LAKE DAM,-92.0114,38.0064
PIONEER ROD&GUN CLUB DAM,-90.8685,38.099
SHERREL LAKE DAM,-90.7974,38.5224
SCHROEPFER LAKE DAM,-91.1967,38.3676
WILSON LAKE DAM,-92.0866,38.1605
RIVER OAKS RANCH DAM,-91.1883,38.0037
BENSON LAKE DAM,-91.477,38.6459
SEETAL LAKE DAM,-91.4372,38.6883
VOLUMER DAM,-90.5786,38.46
SIEGMUND LAKE DAM,-91.041,38.7798
WING LAKE DAM,-90.6754,37.7429
ARNAULT BRANCH MINE DAM,-90.8137,38.0164
ANDERSON LAKE DAM,-90.6267,38.2111
VEULEMANS LAKE DAM,-92.7855,38.6712
ASHBY LAKE DAM,-91.7044,37.9481
BOTTOM DIGGINS DAM,-90.7072,38.0052
LAC BERGERAC DAM,-90.6258,37.9085
MUNSON DAM,-92.4786,38.3503
MURPHEY LAKE DAM,-91.9958,38.1302
SAMMONS LAKE DAM,-91.4275,38.5731
KINGSTON NO. 1 DAM,-90.7567,38.1097
DITCH CREEK DAM,-90.7934,38.1651
AMOS LAKE DAM,-91.6797,38.0311
SLABTOWN DAM,-92.0227,37.5625
POTOSI LAKE DAM,-90.6802,37.8817
ASHER LAKE DAM (SHALLOW),-91.261,37.8634
LAKES OF DEERWOOD NUMBER TWO DAM,-90.6053,38.3419
DILTHEY LAKE DAM,-93.0552,38.8577
SEYB LAKE DAM,-91.795,40.4508
MONONAME 284 (REMOVED),-92.2693,37.1466
LAKE TRANQUIL DAM,-90.76,38.2186
ALTER DAM,-91.8037,36.552
SCHAEFER LAKE DAM,-90.3156,37.8448
MOOSEHORN LAKE DAM,-91.0652,38.1971
LAKE CLARADEAN(TOO SMALL),-92.283,38.5755
BIG FOUR MINE DAM,-90.77,38.1549
SEVEN SPRINGS LAKE DAM,-91.543,37.8249
HOLMSTROM SOUTH LAKE DAM,-91.3583,38.1259
TUNNEL DAM,-92.8517,37.9383
ROHLFING DAM - MONONAME 408,-91.7553,38.45
MOTY LAKE DAM,-91.5301,37.9982
ABELL LAKE DAM,-90.8013,38.2713
LAKEVIEW PARK DAM,-90.5536,37.913
BECKER LAKE DAM,-90.6056,38.2785
TAMARACK DAM,-90.6182,38.3749
WOODWARD LAKE DAM,-92.2867,38.5978
LAKE 2 DAM,-90.8937,38.1688
SLIME POND DAM,-90.2714,37.6021
LAKE TRAILS DAM,-90.4641,38.2449
SWISS LAKE ESTATES DAM,-91.4852,38.5387
RINQUELIN TRAIL DAM,-92.1493,38.0843
LOST CREEK E-1,-94.5407,36.8911
SALMON LAKE DAM-SOUTH,-94.0699,38.5335
JANTZ,-94.6078,37.9171
BAGNELL,-92.6248,38.2031
CHAFFIN LAKE DAM,-94.6041,38.5863
LAKE FOREST DAM,-90.2064,37.9534
GATLIFF DEVELOPMENT COMPANY LAKE DAM,-93.3626,38.2257
TAUM SAUK PS LOWER,-90.8333,37.4833
WILSON LAKE DAM,-94.2529,37.8642
DILLON LAKE DAM,-91.6761,38.0936
WARD LAKE DAM-SEC 29,-94.4883,38.3326
SPANGLER LAKE DAM,-94.3449,38.7406
TIMBER LAKE MEADOWS DAM,-94.0631,38.906
UPP'S RESORT LAKE DAM,-93.7594,38.0254
PYLE LAKE DAM,-94.0295,37.2631
WHITEWOOD LAKE DAM,-90.0773,37.6289
HEMATITE LAKE DAM,-90.6335,37.7312
SUGAR CAMP CREEK DAM,-92.9485,36.9716
WILLIAMS LAKE DAM,-90.3067,37.2654
ELLIOT LAKE DAM,-93.6691,37.9536
TOP NOTCH LAKE DAM,-90.6485,38.5094
WATTERS LAKE DAM,-90.8025,38.3609
WARNER LAKE DAM,-91.4802,37.7174
EICKHOFF LAKE DAM,-91.4091,38.1567
ENGINEER LAKE,-92.1649,37.7216
LAKE JULIA DAM,-90.2365,37.1372
MUDD LAKE DAM,-91.0003,38.87
WYATT LAKE DAM,-91.5705,38.7292
DALTON LAKE DAM,-90.1575,37.6978
GRINDSTAFF DAM,-90.0194,37.5251
SIESTA LAKE DAM,-90.5756,38.1651
WELSCHMEYER'S DAM,-91.9093,38.3118
WILDERNESS LAKE DAM,-92.5586,37.7373
TRUTSCH LAKES-LOWER-DAM,-91.0334,38.3591
FRERICHS SEC-22 LAKE DAM,-91.4805,38.1574
MONONAME 410,-91.1266,38.0302
DRESSER MINERALS #7 DAM SOUTH (DRY),-90.7039,37.9743
DRESSER NO. 10 DAM,-90.6105,38.0179
BAHA TRAIL LAKE DAM,-90.9476,38.146
COLLEGE HILL DAM,-91.6935,38.3932
HAWK LAKE DAM,-93.3581,37.595
WINTER LAKE DAM,-90.9214,38.4519
WRIGHT LAKE DAM,-91.7477,38.8452
CADET NO. 1 DAM,-90.7038,37.9987
DESOTO PIT & PLANT B DAM,-90.8051,38.1749
BOWMAN LAKE DAM,-91.9507,38.1783
LAKE SERENE DAM,-90.7857,38.4129
LITTLE INDIAN CREEK DAM,-90.8302,38.151
MONONAME 558,-90.8195,38.1299
LAKE PLACID DAM,-93.0724,38.3797
CASEY LAKE DAM,-90.8224,37.823
OLD VIBURNUM TAILINGS DAM #1,-91.0908,37.7328
LEMBECK LAKE DAM,-90.5642,38.1149
SUN FISH LAKE DAM,-90.6983,38.3434
LAKE SUSAN DAM,-90.2115,37.9464
NEIL LAND DEVELOPMENT CORP DAM-NORTH,-91.0342,37.0215
HIDDEN VALLEY LAKE DAM,-90.6918,38.2879
CADET NO. 2 DAM,-90.6991,38.0047
DORLAC LAKE DAM,-90.7068,38.0685
NATIONAL LEAD INDUSTRIES DAM,-90.6447,38.0193
MADDUX LAKE DAM,-93.043,37.7858
SPRING LAKE DAM,-90.8212,38.13
WILDWOOD LAKE DAM,-90.4431,38.1262
CONSERVATION CLUB LAKE DAM,-90.3598,38.1563
HAMMEL LAKE DAM,-90.8122,38.6899
LOSS LAKE DAM,-91.5045,37.7269
TURN-BO DAM,-90.7258,38.333
DIERBERG LAKE DAM,-90.5105,38.1052
MONONAME 565,-93.8234,38.118
SUN MINE DAM,-90.6645,38.0605
LYNCH LAKE DAM,-90.7407,38.408
LAKES FAMAR LOWER(TOO SMALL),-90.7052,38.3225
ELDERS LAKE DAM \(DRY),-91.377,38.026
HEDRICK LAKE DAM,-91.4358,38.0187
JELLYSTONE PARK DAM,-91.3643,38.1135
HIX LAKE DAM,-91.4359,36.6997
WINTER HAVEN LAKE DAM,-90.5788,38.0871
MCCLAIN LAKE DAM,-91.5336,38.9058
FRANKEN LAKE DAM,-91.8607,38.5031
BISHOP DAM,-91.3159,37.6066
TOBBEN LAKE DAM,-90.9761,38.5854
SCOTIA POND DAM,-91.3225,37.5352
KELLEY LAKE DAM,-90.4608,36.7522
MILZARK DAM,-91.616,38.8599
LAKE SEVEN FALLS NO 3,-90.3206,37.9097
SWEETWATER TAILINGS DAM,-91.1411,37.3715
STONEGATE DAM,-93.187,37.1565
STROPES LAKE DAM,-93.7864,38.5947
RESNIK'S LAKE DAM,-90.465,36.6982
KURZWEIL LAKE DAM,-94.2948,38.5631
LONE JACK LAKE DAM,-94.1925,38.8944
MONONAME 706,-94.0846,37.5638
ADAMS DAIRY PARKWAY DAM,-94.2385,39.0266
HINES SECTION 3 SOUTH LAKE DAM,-94.1024,37.9208
SOUTH FORK BLACKWATER RIVER DAM LT-14,-94.0013,38.8444
MARVIN VICKERS DAM,-94.1324,37.8097
